,sliding_number,cpu_rate,mem_usage,disk_io_time
0,2.0,1.25725841535,0.0996869344044,0.00374771826172
1,3.0,1.05031021095,0.104644231457,0.00393781105797
2,4.0,1.05746448698,0.1050957404,0.00392869579836
3,5.0,1.23966262478,0.109834813248,0.0039072312416
4,6.0,1.54925117937,0.132315495149,0.00405797797555
5,7.0,1.06124492664,0.114103903784,0.00394922728667
6,8.0,1.30631882302,0.149902057346,0.00557471256093
7,9.0,1.31078796017,0.138766366124,0.00409797237646
8,10.0,1.16167798399,0.124063361501,0.00456298537761
9,11.0,1.28987339453,0.125845023898,0.0048123001996
10,12.0,1.09632738951,0.119120870585,0.00401619096021
11,13.0,1.15944055297,0.122068213092,0.00421442941926
12,14.0,1.27508390591,0.113572625786,0.00422574791552
13,15.0,1.43939018228,0.12928458039,0.00435209724528
14,16.0,1.34745452611,0.142282590167,0.00573202743346
15,17.0,1.45088619478,0.109984850397,0.00473812568067
16,18.0,1.29127651087,0.141516373363,0.00409341162924
17,19.0,1.51617581072,0.134220239327,0.00453931688872
18,2.0,1.05168450757,0.10516858436,0.00418611148532
19,3.0,1.06104685058,0.107491449913,0.00383582929384
20,4.0,1.16270654857,0.136245774444,0.00410726578443
21,5.0,1.11191897425,0.122477600231,0.0040493671488
22,6.0,1.04759910016,0.107961278014,0.00445625903656
23,7.0,1.08211214017,0.108913066614,0.00389353684367
24,8.0,1.31247268316,0.140419288074,0.0059904389416
25,9.0,1.19209032432,0.11647175942,0.00410869242628
26,10.0,1.24583090449,0.117492771787,0.00423566122001
27,11.0,1.1229266663,0.115440673317,0.00416878494586
28,12.0,1.44178786274,0.137466943776,0.00552826719004
29,13.0,1.48587735823,0.143134352501,0.00493155385299
30,14.0,1.28231894206,0.140331463293,0.00591827091789
31,15.0,1.33718586008,0.11750590525,0.00485564703041
32,16.0,1.16863696428,0.132734018908,0.00428052972115
33,17.0,1.24093262352,0.118770724631,0.00505659087411
34,18.0,1.28276113373,0.124891915156,0.00447577196561
35,19.0,1.26877595507,0.114397282166,0.0044373343973
36,2.0,1.04876897796,0.104509918014,0.00381590075234
37,3.0,1.04217405876,0.112810465451,0.00396093911366
38,4.0,1.19045874619,0.109678591257,0.00421025386418
39,5.0,1.05391229204,0.10269798295,0.00377264372721
40,6.0,1.09918330935,0.107033030938,0.00409989994334
41,7.0,1.11502387421,0.107993736946,0.00425194929979
42,8.0,1.42085622725,0.11025397202,0.00427661049716
43,9.0,1.22756152137,0.119441626128,0.00469480592408
44,10.0,1.18998776299,0.11369278891,0.00510355712279
45,11.0,1.40202031304,0.124620652344,0.00471908768366
46,12.0,1.08803047857,0.12109174143,0.00426803244718
47,13.0,1.48079252707,0.142197037391,0.00470789395329
48,14.0,1.32132188473,0.113760181852,0.00471751996671
49,15.0,1.19605232677,0.116771323278,0.00446428691344
50,16.0,1.15919118371,0.127811936754,0.00437250169743
51,17.0,1.76547998744,0.154090152176,0.00632744200604
52,18.0,1.61315140667,0.190042466868,0.00524770988146
53,19.0,1.16718024847,0.124665109726,0.00487445381557
