,jID,moment,cpu_rate,mem_usage,disk_io_time,disk_space
2011-05-01 00:10:00,5402488769,600000000.0,0.20620393,3.8060229,0.0147421956,0.0003843411
2011-05-01 00:20:00,5402488769,1200000000.0,0.20595693,3.805959,0.0145382094,0.0003852948
2011-05-01 00:30:00,5402488769,1800000000.0,0.20438447,3.8030562,0.0146860783,0.0003852948
2011-05-01 00:40:00,5402488769,2400000000.0,0.21203892,3.8081326,0.0142625805,0.0003852948
2011-05-01 00:50:00,5402488769,3000000000.0,0.21020185,3.8048766,0.0141881482,0.0003852948
2011-05-01 01:00:00,5402488769,3600000000.0,0.21359831,3.8055151,0.0143531339,0.0003862485
2011-05-01 01:10:00,5402488769,4200000000.0,0.21018105,3.8055257,0.0145858631,0.0003862485
2011-05-01 01:20:00,5402488769,4800000000.0,0.20743301,3.8057179,0.0146764899,0.0003862485
2011-05-01 01:30:00,5402488769,5400000000.0,0.20870067,3.8098693,0.0142367986,0.0003852948
2011-05-01 01:40:00,5402488769,5943000000.0,0.20809813,3.8041213,0.0145391067,0.0003852948
2011-05-01 01:50:00,5402488769,6543000000.0,0.20899543,3.8059337,0.0187399619,0.0003852948
2011-05-01 02:00:00,5402488769,7143000000.0,0.21068997,3.806201515,0.0171330264,0.0003872022
2011-05-01 02:10:00,5402488769,7743000000.0,0.20883226,3.8068074,0.0158494843,0.0003872022
2011-05-01 02:20:00,5402488769,8343000000.0,0.20674484,3.8067802,0.0161680806,0.0003872022
2011-05-01 02:30:00,5402488769,8943000000.0,0.20723941,3.8068616,0.0147555996,0.0003872022
2011-05-01 02:40:00,5402488769,9543000000.0,0.20701586,3.8059941,0.0158170771,0.0003872022
2011-05-01 02:50:00,5402488769,10143000000.0,0.20796863,3.8064928,0.0149491958,0.0003872022
2011-05-01 03:00:00,5402488769,10743000000.0,0.20923513,3.806651,0.0146821933,0.0003881559
2011-05-01 03:10:00,5402488769,11343000000.0,0.20475717,3.8055448,0.0151237148,0.0003881559
2011-05-01 03:20:00,5402488769,11943000000.0,0.20658673,3.8068229,0.0155357682,0.0003881559
2011-05-01 03:30:00,5402488769,12543000000.0,0.23010622,3.8312695,0.047952128,0.0003872022
2011-05-01 03:40:00,5402488769,13143000000.0,0.21713792,3.8086961,0.0167136318,0.0003872022
2011-05-01 03:50:00,5402488769,13743000000.0,0.21421594,3.8075523,0.0145257735,0.0003872022
2011-05-01 04:00:00,5402488769,14343000000.0,0.21385058,3.8105893,0.0235335176,0.0003872022
2011-05-01 04:10:00,5402488769,14943000000.0,0.20713384,3.807719,0.0166252996,0.0003872022
2011-05-01 04:20:00,5402488769,15543000000.0,0.20850438,3.8072675,0.0151084823,0.0003872022
2011-05-01 04:30:00,5402488769,15977000000.0,0.20890021,3.8078053,0.0146345047,0.0003872022
2011-05-01 04:40:00,5402488769,16577000000.0,0.20754374,3.8066508,0.0146469059,0.0003872022
2011-05-01 04:50:00,5402488769,17177000000.0,0.20638232,3.8070234,0.0151551584,0.0003872022
2011-05-01 05:00:00,5402488769,17777000000.0,0.20421356,3.8071561,0.0153487914,0.0003872022
2011-05-01 05:10:00,5402488769,18377000000.0,0.20463729,3.8059094,0.014819449,0.0003862485
2011-05-01 05:20:00,5402488769,18977000000.0,0.20577114,3.8062154,0.0145524872,0.0003872022
2011-05-01 05:30:00,5402488769,19577000000.0,0.20418984,3.8095097,0.0146936094,0.0003872022
2011-05-01 05:40:00,5402488769,20177000000.0,0.20448711,3.8079029,0.0151923738,0.0003872022
2011-05-01 05:50:00,5402488769,20743000000.0,0.20618713,3.8079988,0.0144504603,0.0003872022
2011-05-01 06:00:00,5402488769,21343000000.0,0.20578633,3.8079269,0.0158570777,0.0003872022
2011-05-01 06:10:00,5402488769,21943000000.0,0.20587733,3.8078107,0.0147422289,0.0003872022
2011-05-01 06:20:00,5402488769,22543000000.0,0.20530102,3.8078125,0.0139087338,0.0003872022
2011-05-01 06:30:00,5402488769,23143000000.0,0.20274178,3.8066862,0.0145897122,0.0003872022
2011-05-01 06:40:00,5402488769,23743000000.0,0.2055203,3.8067092,0.0140336767,0.0003881559
2011-05-01 06:50:00,5402488769,24343000000.0,0.20414138,3.8075516,0.0142864004,0.0003881559
2011-05-01 07:00:00,5402488769,24943000000.0,0.20315718,3.8077081,0.014503738,0.0003881559
2011-05-01 07:10:00,5402488769,25543000000.0,0.20799432,3.8078866,0.0138839669,0.0003881559
2011-05-01 07:20:00,5402488769,26017000000.0,0.20889634,3.8095464,0.0144846881,0.0003872022
2011-05-01 07:30:00,5402488769,26617000000.0,0.20780541,3.8079495,0.0137866336,0.0003872022
2011-05-01 07:40:00,5402488769,27217000000.0,0.20853406,3.8100542,0.0201429743,0.0003872022
2011-05-01 07:50:00,5402488769,27817000000.0,0.20887745,3.8086604,0.0152511679,0.0003872022
2011-05-01 08:00:00,5402488769,28417000000.0,0.20920192,3.8086962,0.0160106168,0.0003872022
2011-05-01 08:10:00,5402488769,29017000000.0,0.2201881,3.812194237,0.0271725574,0.0003872022
2011-05-01 08:20:00,5402488769,29617000000.0,0.21677964,3.8101414,0.0179919681,0.0003881559
2011-05-01 08:30:00,5402488769,30217000000.0,0.21602446,3.80802,0.0167411936,0.0003881559
2011-05-01 08:40:00,5402488769,30759000000.0,0.0003662,0.001247,0.0006666,0.0
2011-05-01 08:50:00,5402488769,31218000000.0,0.21231372,3.8075317,0.0137513559,0.0003881559
2011-05-01 09:00:00,5402488769,31818000000.0,0.21101833,3.8082888,0.0139239652,0.0003881559
2011-05-01 09:10:00,5402488769,32418000000.0,0.21296191,3.8118833,0.0140212662,0.0003881559
2011-05-01 09:20:00,5402488769,33018000000.0,0.22078614,3.8121664,0.0144017963,0.0003862485
2011-05-01 09:30:00,5402488769,33618000000.0,0.21375935,3.8078798,0.0134252688,0.0003862485
2011-05-01 09:40:00,5402488769,34218000000.0,0.2107779,3.8076956,0.0141576086,0.0003862485
2011-05-01 09:50:00,5402488769,34818000000.0,0.21182132,3.8080188,0.0141405104,0.0003862485
2011-05-01 10:00:00,5402488769,35418000000.0,0.20860053,3.807834,0.0146154126,0.0003862485
2011-05-01 10:10:00,5402488769,35998000000.0,0.20904804,3.8089176,0.0149014665,0.0003862485
2011-05-01 10:20:00,5402488769,36598000000.0,0.21022473,3.8090797,0.0156462231,0.0003862485
2011-05-01 10:30:00,5402488769,37198000000.0,0.21082034,3.8083612,0.015970561,0.0003862485
2011-05-01 10:40:00,5402488769,37798000000.0,0.21082102,3.8096072,0.016890596,0.0003862485
2011-05-01 10:50:00,5402488769,38398000000.0,0.208175409,3.675591555,0.0199477736,0.0003852948
2011-05-01 11:00:00,5402488769,38998000000.0,0.23384806,3.8290405,0.0283841842,0.0003786189
2011-05-01 11:10:00,5402488769,39598000000.0,0.27563889,3.80824837,0.1370045934,0.0003795726
2011-05-01 11:20:00,5402488769,40198000000.0,0.24700698,3.82473721,0.0360356347,0.0003786189
2011-05-01 11:30:00,5402488769,40748000000.0,0.0021981,0.005373,0.0053758,0.0
2011-05-01 11:40:00,5402488769,41297000000.0,0.2366328,3.8128718,0.0358148892,0.0003776652
2011-05-01 11:50:00,5402488769,41897000000.0,0.23090737,3.8122993,0.0222787388,0.0003757578
2011-05-01 12:00:00,5402488769,42497000000.0,0.24042551,3.8401542,0.0529947117,0.0003748041
2011-05-01 12:10:00,5402488769,43097000000.0,0.22896134,3.8214374,0.0166228827,0.0003738504
2011-05-01 12:20:00,5402488769,43697000000.0,0.2282374,3.820892315,0.0196866904,0.0003728967
2011-05-01 12:30:00,5402488769,44297000000.0,0.22615743,3.8240935,0.0221695466,0.0003728967
2011-05-01 12:40:00,5402488769,44897000000.0,0.22777641,3.824022161,0.0235203873,0.0003728967
2011-05-01 12:50:00,5402488769,45497000000.0,0.22487264,3.8199031,0.0198934599,0.000371943
