2011-05-01 00:10:00,0.668381
2011-05-01 00:20:00,0.558318
2011-05-01 00:30:00,0.95918741
2011-05-01 00:40:00,0.418271
2011-05-01 00:50:00,0.603122
2011-05-01 01:00:00,0.617487
2011-05-01 01:10:00,0.515312
2011-05-01 01:20:00,2.087283
2011-05-01 01:30:00,1.45792
2011-05-01 01:40:00,1.33830467
2011-05-01 01:50:00,1.9423123
2011-05-01 02:00:00,1.347504
2011-05-01 02:10:00,1.3722162
2011-05-01 02:20:00,1.651767
2011-05-01 02:30:00,0.951599
2011-05-01 02:40:00,1.014325
2011-05-01 02:50:00,1.35847311
2011-05-01 03:00:00,1.037443
2011-05-01 03:10:00,0.475047
2011-05-01 03:20:00,1.064733
2011-05-01 03:30:00,0.5797682
2011-05-01 03:40:00,0.545037083
2011-05-01 03:50:00,0.335038
2011-05-01 04:00:00,0.863167
2011-05-01 04:10:00,0.77946
2011-05-01 04:20:00,1.1141532
2011-05-01 04:30:00,0.361803
2011-05-01 04:40:00,0.324306
2011-05-01 04:50:00,0.411601
2011-05-01 05:00:00,0.526635
2011-05-01 05:10:00,0.4880576
2011-05-01 05:20:00,0.471837
2011-05-01 05:30:00,0.977519
2011-05-01 05:40:00,0.951283
2011-05-01 05:50:00,0.269185
2011-05-01 06:00:00,0.455392
2011-05-01 06:10:00,0.811912
2011-05-01 06:20:00,0.682897
2011-05-01 06:30:00,0.247477
2011-05-01 06:40:00,0.319441
2011-05-01 06:50:00,0.314779
2011-05-01 07:00:00,0.746039
2011-05-01 07:10:00,1.17302382
2011-05-01 07:20:00,0.667726
2011-05-01 07:30:00,0.4044565
2011-05-01 07:40:00,0.57451
2011-05-01 07:50:00,0.507433
2011-05-01 08:00:00,0.553861
2011-05-01 08:10:00,0.402961
2011-05-01 08:20:00,0.562754
2011-05-01 08:30:00,0.519832
2011-05-01 08:40:00,0.1377382
2011-05-01 08:50:00,0.36985
2011-05-01 09:00:00,0.350387
2011-05-01 09:10:00,0.364052
2011-05-01 09:20:00,0.537786
2011-05-01 09:30:00,0.815358
2011-05-01 09:40:00,0.751109
2011-05-01 09:50:00,0.461578
2011-05-01 10:00:00,0.63539848
2011-05-01 10:10:00,0.56867
2011-05-01 10:20:00,2.58509359
2011-05-01 10:30:00,0.3941427
2011-05-01 10:40:00,0.249285
2011-05-01 10:50:00,0.4116686
2011-05-01 11:00:00,0.663052
2011-05-01 11:10:00,1.07321868
2011-05-01 11:20:00,0.625419
2011-05-01 11:30:00,0.363495
2011-05-01 11:40:00,0.386203
2011-05-01 11:50:00,0.455749
2011-05-01 12:00:00,0.4491597
2011-05-01 12:10:00,0.535387
2011-05-01 12:20:00,0.88309267
2011-05-01 12:30:00,0.357773
2011-05-01 12:40:00,0.42564284
2011-05-01 12:50:00,0.3451328
2011-05-01 13:00:00,0.0927481
2011-05-01 13:10:00,0.0954368
2011-05-01 13:20:00,0.13304452
2011-05-01 13:30:00,1.18486162
