,Unnamed: 0,jID,moment,cpu_rate,mem_usage,disk_io_time,disk_space
0,2011-05-01 00:10:00,6176858948,600000000.0,0.668381,0.1587458,0.0062236321,0.004190895
1,2011-05-01 00:20:00,6176858948,1200000000.0,0.558318,0.1649203,0.000704743,0.004188033
2,2011-05-01 00:30:00,6176858948,1800000000.0,0.95918741,0.18737062,0.0075681171,0.0041899413
3,2011-05-01 00:40:00,6176858948,2400000000.0,0.418271,0.17028956,0.0015963639,0.0041870792
4,2011-05-01 00:50:00,6176858948,3000000000.0,0.603122,0.1616685,0.0006170105,0.0041851722
5,2011-05-01 01:00:00,6176858948,3600000000.0,0.617487,0.15593353,0.002476678,0.0041889893
6,2011-05-01 01:10:00,6176858948,4200000000.0,0.515312,0.160236,0.0012149616,0.0041928053
7,2011-05-01 01:20:00,6176858948,4800000000.0,2.087283,0.27270039,0.0030765375,0.0041928019
8,2011-05-01 01:30:00,6176858948,5400000000.0,1.45792,0.25205624,0.0026187999,0.0041985217
9,2011-05-01 01:40:00,6176858948,6000000000.0,1.33830467,0.200382319,0.0137294674,0.004196613
10,2011-05-01 01:50:00,6176858948,6600000000.0,1.9423123,0.2464716,0.0106870247,0.0042004276
11,2011-05-01 02:00:00,6176858948,7200000000.0,1.347504,0.26311219,0.0024299686,0.0042042406
12,2011-05-01 02:10:00,6176858948,7800000000.0,1.3722162,0.22098425,0.0086784692,0.0042061459
13,2011-05-01 02:20:00,6176858948,8400000000.0,1.651767,0.2509171,0.0010404431,0.0042080532
14,2011-05-01 02:30:00,6176858948,9000000000.0,0.951599,0.2161358,0.0032578429,0.0042109162
15,2011-05-01 02:40:00,6176858948,9600000000.0,1.014325,0.17822191,0.0085323504,0.0041985233
16,2011-05-01 02:50:00,6176858948,10200000000.0,1.35847311,0.20217232,0.0177186244,0.0041975692
17,2011-05-01 03:00:00,6176858948,10800000000.0,1.037443,0.25783991,0.0051915939,0.0042032883
18,2011-05-01 03:10:00,6176858948,11400000000.0,0.475047,0.183168173,0.0057525716,0.004203289
19,2011-05-01 03:20:00,6176858948,12000000000.0,1.064733,0.1930441,0.0088558251,0.0041899396
20,2011-05-01 03:30:00,6176858948,12600000000.0,0.5797682,0.17683781,0.0014687282,0.0041966152
21,2011-05-01 03:40:00,6176858948,13200000000.0,0.545037083,0.1378277237,0.009263968,0.004170867
22,2011-05-01 03:50:00,6176858948,13800000000.0,0.335038,0.1475452,0.0012197337,0.0041660963
23,2011-05-01 04:00:00,6176858948,14400000000.0,0.863167,0.16925588,0.0074453112,0.0041670513
24,2011-05-01 04:10:00,6176858948,15000000000.0,0.77946,0.17123337,0.0044604715,0.0041594199
25,2011-05-01 04:20:00,6176858948,15600000000.0,1.1141532,0.19861887,0.0100107335,0.0041660945
26,2011-05-01 04:30:00,6176858948,16200000000.0,0.361803,0.16990257,0.0012359142,0.0041670474
27,2011-05-01 04:40:00,6176858948,16800000000.0,0.324306,0.1284896,0.0049905527,0.0041632363
28,2011-05-01 04:50:00,6176858948,17400000000.0,0.411601,0.1423557,0.0009050218,0.0041641903
29,2011-05-01 05:00:00,6176858948,18000000000.0,0.526635,0.14835981,0.0011882575,0.0041603756
30,2011-05-01 05:10:00,6176858948,18600000000.0,0.4880576,0.1425374,0.0018862739,0.0041565623
31,2011-05-01 05:20:00,6176858948,19200000000.0,0.471837,0.1632003,0.0014343496,0.0041355849
32,2011-05-01 05:30:00,6176858948,19800000000.0,0.977519,0.1786532,0.0012836055,0.0041327229
33,2011-05-01 05:40:00,6176858948,20400000000.0,0.951283,0.18851068,0.0081672448,0.0041327218
34,2011-05-01 05:50:00,6176858948,21000000000.0,0.269185,0.14448219,0.0014514528,0.0041346291
35,2011-05-01 06:00:00,6176858948,21600000000.0,0.455392,0.1454372,0.0007018752,0.0041327232
36,2011-05-01 06:10:00,6176858948,22200000000.0,0.811912,0.15728224,0.007183903,0.0041365399
37,2011-05-01 06:20:00,6176858948,22800000000.0,0.682897,0.1755424,0.0013360736,0.0041317685
38,2011-05-01 06:30:00,6176858948,23400000000.0,0.247477,0.12066404,0.0063198859,0.0041184179
39,2011-05-01 06:40:00,6176858948,24000000000.0,0.319441,0.13981978,0.001212066,0.0041022046
40,2011-05-01 06:50:00,6176858948,24600000000.0,0.314779,0.1562857,0.0006894928,0.0040983886
41,2011-05-01 07:00:00,6176858948,25200000000.0,0.746039,0.16722303,0.0026398615,0.0041022032
42,2011-05-01 07:10:00,6176858948,25800000000.0,1.17302382,0.1898275057,0.011883433,0.0041060174
43,2011-05-01 07:20:00,6176858948,26400000000.0,0.667726,0.2854179,0.0027398786,0.0041174606
44,2011-05-01 07:30:00,6176858948,27000000000.0,0.4044565,0.22201588,0.0044584552,0.0041107859
45,2011-05-01 07:40:00,6176858948,27600000000.0,0.57451,0.15115526,0.0048274305,0.0041107896
46,2011-05-01 07:50:00,6176858948,28200000000.0,0.507433,0.15056211,0.0007419833,0.0041012519
47,2011-05-01 08:00:00,6176858948,28800000000.0,0.553861,0.1713727,0.0007858002,0.0040983902
48,2011-05-01 08:10:00,6176858948,29400000000.0,0.402961,0.14379543,0.0016660865,0.0041050665
49,2011-05-01 08:20:00,6176858948,30000000000.0,0.562754,0.1725755,0.0009688934,0.0041060205
50,2011-05-01 08:30:00,6176858948,30600000000.0,0.519832,0.1515537,0.0009098286,0.0041069755
51,2011-05-01 08:40:00,6176858948,31200000000.0,0.1377382,0.114255522,0.0013209322,0.0041012532
52,2011-05-01 08:50:00,6176858948,31800000000.0,0.36985,0.1319787,0.0022192323,0.0040983926
53,2011-05-01 09:00:00,6176858948,32400000000.0,0.350387,0.13083319,0.0010510099,0.0040964842
54,2011-05-01 09:10:00,6176858948,33000000000.0,0.364052,0.13506287,0.0007581032,0.0040983926
55,2011-05-01 09:20:00,6176858948,33600000000.0,0.537786,0.1454861,0.0005931502,0.0040917156
56,2011-05-01 09:30:00,6176858948,34200000000.0,0.815358,0.18104441,0.0025578453,0.0040917149
57,2011-05-01 09:40:00,6176858948,34800000000.0,0.751109,0.1861088,0.0011567812,0.0040936211
58,2011-05-01 09:50:00,6176858948,35400000000.0,0.461578,0.1562498,0.0023451924,0.0040964834
59,2011-05-01 10:00:00,6176858948,36000000000.0,0.63539848,0.1489808,0.0058385157,0.0040907632
60,2011-05-01 10:10:00,6176858948,36600000000.0,0.56867,0.1565399,0.0024059756,0.0040859964
61,2011-05-01 10:20:00,6176858948,37200000000.0,2.58509359,0.25207218,0.054321125,0.0040716914
62,2011-05-01 10:30:00,6176858948,37800000000.0,0.3941427,0.25004398,0.0045613418,0.0040840858
63,2011-05-01 10:40:00,6176858948,38400000000.0,0.249285,0.160451348,0.0061166678,0.0039906395
64,2011-05-01 10:50:00,6176858948,39000000000.0,0.4116686,0.12364524,0.0050697838,0.003985875
65,2011-05-01 11:00:00,6176858948,39600000000.0,0.663052,0.15242236,0.0041854292,0.0039401075
66,2011-05-01 11:10:00,6176858948,40200000000.0,1.07321868,0.17599986,0.0061568995,0.0039181754
67,2011-05-01 11:20:00,6176858948,40800000000.0,0.625419,0.1690262,0.0006198748,0.003914361
68,2011-05-01 11:30:00,6176858948,41400000000.0,0.363495,0.1488507,0.0009775212,0.0038466576
69,2011-05-01 11:40:00,6176858948,42000000000.0,0.386203,0.1426628,0.0018014369,0.0037999361
70,2011-05-01 11:50:00,6176858948,42600000000.0,0.455749,0.1397865,0.0021113659,0.0037856331
71,2011-05-01 12:00:00,6176858948,43200000000.0,0.4491597,0.133913947,0.0053473381,0.0037770534
