,sliding_number,cpu_rate,mem_usage,disk_io_time
0,2.0,1.03475143185,0.107727717596,0.0038910813275
1,3.0,1.057391406,0.108808549705,0.00386566405032
2,4.0,1.04426450638,0.102205565464,0.00376350131365
3,5.0,1.18585553847,0.104499918644,0.00424598668827
4,2.0,1.17079555863,0.102480947202,0.0039110319544
5,3.0,1.18124230146,0.104155109552,0.0042643852328
6,4.0,1.09719942205,0.102426411632,0.00397709087668
7,5.0,1.04581554535,0.106505190862,0.00377022533959
8,2.0,1.05258129111,0.103649024323,0.00370502644096
9,3.0,1.05398208241,0.101464462891,0.00374656683195
10,4.0,1.06292385155,0.102995156964,0.0038103280771
11,5.0,1.13163355253,0.109355051381,0.00500247080738
